"","M0000000093","M0000000275","M0100001073","M0100001208","M0100001287","M0100001416","M0100001426","M0100001730","M0100002910","M0100003695","M0100004089","M0100006379","M0100020214","M0100020371","M0100020487","M0100021093","M0100022041","M0999912117","M0999925422","X11117_2","X12020_39","X13463_1","X13998_26","X17761_2","X2944_66","X4464_10","X5508_62","X7861_9","X8368_102","X9021_1","X9829_91","ENSG00000055609.20","ENSG00000066739.12","ENSG00000068650.18","ENSG00000070961.16","ENSG00000071054.16","ENSG00000072364.13","ENSG00000075539.15","ENSG00000080503.24","ENSG00000082701.17","ENSG00000084623.12","ENSG00000084676.15","ENSG00000085224.23","ENSG00000099795.7","ENSG00000100216.6","ENSG00000100220.12","ENSG00000100354.21","ENSG00000100836.10","ENSG00000108510.10","ENSG00000114127.11","ENSG00000115020.17","ENSG00000115464.15","ENSG00000116586.12","ENSG00000117362.13","ENSG00000117625.14","ENSG00000121741.17","ENSG00000123104.12","ENSG00000124222.22","ENSG00000131503.21","ENSG00000132466.19","ENSG00000133858.17","ENSG00000134153.10","ENSG00000135390.21","ENSG00000136044.12","ENSG00000137817.17","ENSG00000138688.16","ENSG00000143164.15","ENSG00000143575.15","ENSG00000147162.14","ENSG00000155115.7","ENSG00000155849.16","ENSG00000157106.17","ENSG00000157764.14","ENSG00000159596.7","ENSG00000160584.16","ENSG00000162869.16","ENSG00000164081.13","ENSG00000165671.21","ENSG00000166747.13","ENSG00000169246.16","ENSG00000171634.18","ENSG00000173575.22","ENSG00000180879.14","ENSG00000184840.12","ENSG00000185864.16","ENSG00000187742.15","ENSG00000207233.1","ENSG00000215421.9","ENSG00000230590.11","ENSG00000237550.5","ENSG00000239183.1","ENSG00000239665.8","ENSG00000242588.6","ENSG00000252464.1","ENSG00000253729.8","ENSG00000264343.6","ENSG00000271204.1","ENSG00000271533.1"
"X7861_9",0.0180236681302279,0.0390702884126898,0.00759482076717619,0.0232054689672423,0.0169523866025902,0.0600803314864637,0.0680761449233964,0.0376233421027833,0.0251442820905869,0.0299216513313813,0.00334901993526354,0.0621514754520822,0.00549630163181082,0.00618947284251506,0.0305146176522062,0.0091864730301682,0.0592070217505519,0.0288195551287638,0.0322640910076534,0.00642995417407676,0.0294658369829943,0.100642839734022,0.00242945632945436,0.0164821313707538,0.0856166034282816,0.00223781903846426,0.00250352986828898,0,0.0691963443573583,0.0133214231288757,0.00210895910615829,0.0054616019952864,0.0138791060025136,0.00370848553759803,0.000289599133975993,0.00981800110271011,0.0137956462994194,0.0106837481277129,0.00387245649336174,0.0050653194510923,0.0134520351117915,0.00409417500376345,0.00608384686631796,0.00293889021053084,0.00403877049692742,0.00124325184757286,0.00928687654917904,0.00236801029678601,0.0117948518429733,0.0189837579675622,0.0126690379036682,0.0192746481201097,0.00200681913445919,0.00396922595107485,0.00182211899273846,0.00277520916191896,0.0104401143971114,0.0173009644549037,0.0108219777156442,0.0106817283584373,0.0294912902017376,0.0298494104636832,0.00724521305913116,0.00410501386741662,0.00185386558547101,0.00789968758308676,0.0058477062261559,0.0124901237823195,0.011129331116886,0.00272931025829581,0.00490343222833474,0.0137361509553872,0.00989984454237734,0.00291361939803609,0.00193318619940662,0.00427978102395227,0.0121149224095416,0.0168602728157198,0.00891548895211984,0.00701650852553917,0.0148267530268903,0.0206577649946887,0.0210808505957266,0.00987353448996068,0.00673334041711854,0.00937566361040246,0.00211530000605581,0.00907647885439907,0.0219847724955806,0.00134591926474493,0.0121704019543292,0.00597300472970093,0.0183749016497465,0.0119519396959508,0.00414477567983063,0.020174684839325,0.0101242303488376,0.0129664202322116
"X8368_102",0.0221341750023271,0.0483102471558916,0.00871873517824552,0.0299472203584835,0.0199507672216343,0.0759376045718327,0.0877232874850214,0.0511352026537969,0.0314771694559451,0.0396212387079236,0.00356247630631468,0.080910120164149,0.00738274120788761,0.00757804886540492,0.040642716645111,0.0136668188168725,0.0731461295827314,0.0358483754566491,0.0433997959003965,0.00867289781898005,0.0377586851408177,0.113227644937712,0.00370242978385268,0.0214374809828904,0.113131565489726,0.00315340068241772,0.00395836471383132,0.0691963443573583,0,0.0175527889138277,0.00224095705177513,0.00662283979138575,0.0175892649744509,0.00489614374130819,0.000368701518735138,0.0118244931241255,0.0169151525937717,0.012755492326721,0.00525557854464468,0.00665741734868369,0.0141324248733073,0.00427049526546579,0.00760705149101525,0.0036314711608258,0.00549341523257628,0.00171897259815542,0.0112708958464371,0.00268853922092155,0.0137388032298651,0.0239025031483158,0.0154078360317641,0.0237635426469953,0.00286938373000714,0.00416193323605331,0.0020378708598294,0.00333425175785442,0.0142911744767687,0.022584346957785,0.0113591836412956,0.0111661897243596,0.0351984504356531,0.0323093278079668,0.00757067066873762,0.00467714646754862,0.00255977394231449,0.0101404348355149,0.00617551600253635,0.0153588063350318,0.0115506169992805,0.00302040778242762,0.00664706068703661,0.0144577605164002,0.0135399304602122,0.00344206471192979,0.00227681178303988,0.00519931148759673,0.0145454949548205,0.0220560358258021,0.0118108719761355,0.007689843199727,0.01792121438494,0.0251045585822726,0.0261798294040097,0.0115832616394626,0.00864355199748637,0.00980570405741871,0.00236407122270033,0.00954203509984297,0.0276827011629204,0.00233583260464511,0.01447857750231,0.00619351561833773,0.0226084866156749,0.0146756685940311,0.00572229511347677,0.0250652011956684,0.0106576559997526,0.0180029962904179
"X9021_1",0.0047679192260766,0.0100949044120834,0.00186453485153465,0.00612922102582999,0.00430348764066394,0.015049433516094,0.0166753851327432,0.0101274349339242,0.00671499267456739,0.00783928836713298,0.000708792166772828,0.0154398833063487,0.00134922369839428,0.00160771498162098,0.00750865205469016,0.00246975756367241,0.0153696534497613,0.00703034681643353,0.00823918062460951,0.00192545640855371,0.00819224519340558,0.0216755869755476,0.000866521060441248,0.00481964596385589,0.0228092626037575,0.000721824793158065,0.000722076410330341,0.0133214231288757,0.0175527889138277,0,0.000493065494683441,0.00141524179207862,0.00371305644698635,0.00103303273338939,7.91711368751448e-05,0.00263095081275758,0.00362548788486504,0.00275425474002504,0.00108479423221883,0.00141685329660494,0.00286094374227578,0.000885655585106364,0.00164315736958674,0.00079659096349724,0.00112891898412105,0.000243313143131093,0.00243346912643408,0.000601609035173384,0.00302916009295021,0.0051331528862504,0.00330841284122031,0.00518008241428199,0.000619952818147789,0.000898995737882616,0.000371478104439367,0.000718858325936282,0.00314451314599151,0.00499759228405644,0.00247124417332119,0.00248285788579894,0.00761641306622094,0.00663208111861133,0.00163926477145786,0.000983283190714327,0.00048880217778989,0.00221824121616566,0.00133853683681028,0.00329732924718491,0.00244883945203802,0.000651276706745544,0.00133414644334725,0.00305424331411969,0.0028575359954538,0.000711551305310528,0.00049374681802646,0.00117651300324796,0.00320068401812863,0.00467347536736476,0.00247755106620838,0.0015582055354345,0.0038615043884321,0.0055025389697486,0.00565406944498854,0.0025707741606758,0.00192221211860626,0.00205661530591804,0.000533022816719198,0.00201953818018205,0.00609783322127177,0.000531755317744425,0.00318141963771896,0.00131649650425066,0.00482354544362286,0.00311347250070285,0.00118974655312821,0.00542356542612731,0.00224749443311108,0.00415653745758412
"X9829_91",0.000837941243571905,0.00153344147844441,0.000339677876765448,0.000725813725525255,0.000670402470788248,0.0020423299919662,0.00223542332784539,0.00138768858049648,0.000783631946772274,0.00103714363495158,8.52926533151677e-05,0.00194115822828914,0.000223330789314943,0.000182714715614474,0.00103077192496653,0.000355781724470037,0.0014535881300995,0.000864723984321921,0.00112495581836442,0.000269069401103034,0.000729187098312789,0.00343416731849366,0.000164550127605032,0.000703490627649173,0.00233859259002955,0.000126054500303796,0.000143057013683579,0.00210895910615829,0.00224095705177513,0.000493065494683441,0,0.000143622545426104,0.000453643418088541,9.39529184971828e-05,1.22334388113628e-05,0.000382344026941209,0.000491961922235454,0.000389382477973085,0.000124711516248625,4.42898898335976e-05,0.000619946890808934,8.37198189905521e-05,0.000114794079548865,0.000140921296976062,9.43296995638251e-05,4.742933401173e-05,0.000356692273924916,0.000111749315463823,0.000398945956855107,0.000542802285745663,0.000303544812065184,0.000697111897774942,7.80129536210404e-05,0.000179766295460869,5.43940945874462e-05,7.29863594469986e-05,0.000262931358866276,0.000935771749587984,0.000425832872350136,0.000397477759059685,0.0010268638155406,0.00108280599598646,0.00031236560207194,0.000131599480899075,0.000109711775401463,0.000170606561428497,0.000222201311330554,0.000418813863148515,0.000218868434447933,0.000121233084342583,0.000114729740159563,0.000544505052464518,0.000105841371718463,0.00014625828839943,9.29982469446646e-05,0.000183359674733974,0.000464749586882842,0.000755619981462327,0.000259460360499328,0.000193803598625162,0.000540479451461426,0.000592732679706688,0.000693735733722755,0.000397006116496417,0.000294851596634269,0.000317604982862805,0.000128680274384044,0.000299928892805254,0.000993804601587279,8.26507968921179e-05,0.000614243682757919,0.000137354037789165,0.000733913214759722,0.000184773526454656,0.000138085431755408,0.000676485710997562,0.000407456190286346,0.000691944993656818
"ENSG00000055609.20",0.00189465004458797,0.00412383465883032,0.000791443699568532,0.00252672375126568,0.00179559284081415,0.00593363703466302,0.00654794039524954,0.00344491422648455,0.00263004766344798,0.00262396596640348,0.00039196608134468,0.00570389358101859,0.000593447874175378,0.000759956474517929,0.00299926310513781,0.000986220690703664,0.00718987323609915,0.00266990045598361,0.00302392007637219,0.000749107356897526,0.00371681149742763,0.00881841003681513,0.000275287673643523,0.00181144239911485,0.00924451780023221,0.000211920373061381,0.000194040218616776,0.0054616019952864,0.00662283979138575,0.00141524179207862,0.000143622545426104,0,0.00155700249325445,0.000559505407523357,4.09783935320175e-05,0.00102735482195789,0.00151343410163419,0.00115252497810883,0.000451039630976638,0.000595043777424209,0.00111147363824555,0.000462796476127591,0.00072230487566128,0.000298584535654122,0.000589611391248443,7.11510256400658e-05,0.00115451086674451,0.000200557383686007,0.00117668341299172,0.00223861050561742,0.00154982261068525,0.00227532826926595,0.000325127728143065,0.000357446672127247,0.000224519145998035,0.000311283102102576,0.00100333023343273,0.00199273093650618,0.00100928021282503,0.000904782136373016,0.00319412488884217,0.00286199555861903,0.000563224819035039,0.000458207038594091,0.00016258408274143,0.000883891629930987,0.000537990778562346,0.00131236956811815,0.00114309837116687,0.000259173763737022,0.000619788304103378,0.00143230164981385,0.00118550215412122,0.000222195376341928,0.000238430785809639,0.000370108557459576,0.00117402907587716,0.0019363844993029,0.00128562439584495,0.000479204936076361,0.00159517055957681,0.00205012208043098,0.00271609079213476,0.0010054560463065,0.000763617047585807,0.000738137046576591,0.000133986944667523,0.000825711159485432,0.00263936805879862,0.000151585686037055,0.00118928048815831,0.000723674433681665,0.00186052603776789,0.0015390682093745,0.000449955960377628,0.0025801886570773,0.00105734238295913,0.00132090386751253
"ENSG00000066739.12",0.00579998403590707,0.01334248597766,0.00214175348572937,0.00809469333021024,0.00484920229289398,0.0188811761288212,0.0177783488397473,0.00942588998648159,0.0100835670160249,0.00732685863799724,0.00112257639087248,0.016711062805697,0.00231674599335542,0.00191107951862912,0.00924376500189191,0.00324717219465047,0.0227831605840919,0.00784885403335822,0.0081954158094831,0.00184844231317793,0.00893052764444877,0.0226613050955751,0.000645301254708378,0.0047597955809143,0.0275059744928848,0.000529724527596711,0.000503340834594221,0.0138791060025136,0.0175892649744509,0.00371305644698635,0.000453643418088541,0.00155700249325445,0,0.00127535126577873,0.000115294548993249,0.00279040000614172,0.00546652247261794,0.00352263989923937,0.0022883513359117,0.00158691340838079,0.0045555339454221,0.00110057588871777,0.0025604238635492,0.000997668443875568,0.00128768995223125,0.000262803980383329,0.00270310842326321,0.000696856953624979,0.00318664246427729,0.005337569840314,0.00370119407400895,0.00673268464386339,0.00118830995009437,0.00105913447693714,0.000507108347802077,0.000951582573272674,0.00362605175900149,0.00530673917708482,0.00270781217497236,0.00253031626223146,0.00853975353259446,0.00964192741408544,0.00160392966319821,0.00127785550011014,0.00163690832848481,0.00216747432460222,0.00169965823026919,0.00411598586793829,0.00323084557362968,0.000786469453604301,0.00281213894848387,0.00313109587970622,0.00460614903314567,0.000762160443725325,0.000586634680118707,0.00108296991502068,0.00319311789020857,0.0059080118894078,0.00292630911458968,0.00297433440025685,0.00553695629274796,0.00566612313110577,0.0074343049916721,0.00295044289017169,0.00173411401588927,0.00286251997109797,0.000638189921884405,0.00280394293076075,0.00767060856261949,0.00115192486233674,0.00365167424581287,0.00131268864930497,0.00587924662753623,0.0043436064085291,0.00253446720597065,0.00665147208788153,0.00233216673176084,0.00388628756474278
"ENSG00000068650.18",0.00139892465598626,0.00308176301218938,0.000611374350954864,0.00199135714585379,0.00136870923175843,0.00443347222046449,0.00489502698466595,0.0023074801635187,0.00186035389834412,0.00169868928594683,0.000329005386324612,0.00395736818257535,0.00051655595963047,0.000624041896260181,0.00224787028895071,0.000808334690120379,0.00536916301748728,0.00182407538516527,0.00221126387361172,0.000566797160220014,0.00275545784251657,0.00600089816621971,0.00018025314518191,0.00129501324228013,0.00769582087933281,0.00014080553892055,0.00012859324912109,0.00370848553759803,0.00489614374130819,0.00103303273338939,9.39529184971828e-05,0.000559505407523357,0.00127535126577873,0,4.35749991381057e-05,0.00072542713591831,0.00113213396199341,0.000874233123133697,0.000352132832120652,0.000420552710841393,0.00112920386409781,0.000334793880327181,0.0004998035370578,0.000208788393612841,0.000588343122564153,4.77687165333039e-05,0.000867045457491625,9.19815364028953e-05,0.000752609090484823,0.00196687289869818,0.00115819805674905,0.00156019801423839,0.000334776419287016,0.0002322551761772,0.000159637178811056,0.000244675932880551,0.000954940055505552,0.00120561576883048,0.000684485580165006,0.000499766508212926,0.00235359788497699,0.00198294227763834,0.000431006366424593,0.0003599270514042,0.00014537007112875,0.000739228217463248,0.000390093974632544,0.00130066860330339,0.000710772403211467,0.000176516212317142,0.000472726229192278,0.000899844934733425,0.0011893763172253,0.000198702964698908,0.000182424752300959,0.00029668052910317,0.000739951905045365,0.00164595781203833,0.000878999460954878,0.000432374578825162,0.00117497678318367,0.0012526471786694,0.00222871166082701,0.000710280941865937,0.000411572358731681,0.000337051357664905,0.000130941288125294,0.000514186395760929,0.00188158952359575,0.000105009522482249,0.000792440138930832,0.000443443290881617,0.00123105688177214,0.00126996288001465,0.000340440565393025,0.00210037966883464,0.000664029783234069,0.000981553834971053
"ENSG00000070961.16",0.000131831081812519,0.00027976178196597,5.56171181511966e-05,0.000154348899185394,0.000110551234592412,0.00034787601637027,0.000386308661281169,0.0001288941999897,0.000142639769588527,0.000162809488085027,2.58565102880393e-05,0.000181194872899278,4.59657670944196e-05,4.78010708209208e-05,0.000176119342782951,6.49151820695591e-05,0.000424714685097526,0.000141311879576775,0.000200730559631447,3.85706493675807e-05,0.000199759516238297,0.000475945855180797,1.62894519317812e-05,0.000111652953279481,0.000592984998186095,6.18298093345124e-06,7.34560507476994e-06,0.000289599133975993,0.000368701518735138,7.91711368751448e-05,1.22334388113628e-05,4.09783935320175e-05,0.000115294548993249,4.35749991381057e-05,0,6.78442657512194e-05,8.98796534317881e-05,7.16835335777436e-05,3.1753355334151e-05,4.25920498706279e-05,0.000132171862068624,2.75144773089475e-05,4.2767759065079e-05,2.80961781647199e-05,4.22243774772605e-05,7.00768092966202e-06,6.52371089063886e-05,1.57339315464138e-05,6.03932821637858e-05,0.000150357640052214,9.31210529957621e-05,0.000106032930291395,3.83806354942618e-05,2.782441998818e-05,1.60557121715117e-05,2.48002388429278e-05,3.34874138641945e-05,6.61777440733357e-05,6.99878695259285e-05,5.43500077865043e-05,0.000180213113180658,0.00016082583003779,4.37714695844665e-05,3.52789920043852e-05,1.81781330874544e-05,5.48913949434389e-05,3.73081449180697e-05,0.000102332652040708,6.08383966611292e-05,2.00615703778643e-05,4.19510545910613e-05,2.72969460947519e-05,0.000108851028567085,1.18948244315696e-05,1.8127337246312e-05,3.01845393646455e-05,4.15239053633999e-05,6.05314798215765e-05,4.01169965228972e-05,1.01065742444202e-05,9.48415615401091e-05,3.94227797895491e-05,0.000156934676167992,7.10163953199184e-05,1.04598859253322e-05,1.08162673112405e-05,1.75497455426052e-05,2.25651268752624e-05,0.00015443321650108,1.27709949343573e-05,9.35640012637611e-05,3.38341998792015e-05,6.89357688612167e-05,0.000104104486078927,4.1646901935041e-05,0.000145325795620803,2.10753499519542e-05,2.40956692724522e-05
"ENSG00000071054.16",0.00350993423497768,0.00730976310915053,0.00138480950043621,0.00434712213983125,0.00320464152895042,0.0106793043469636,0.0117269022002216,0.00736863771586566,0.00482768154852317,0.00581688045374094,0.000544784800120198,0.0103796848276823,0.0010367995273913,0.00115218078278205,0.00533466769616463,0.00177677282004328,0.0112987069119484,0.00489971534691263,0.00614123764091275,0.00134014812534463,0.00579459048825363,0.0159553527710534,0.000585134912183936,0.00366891534289907,0.016466347638075,0.00046785767840282,0.000441177654123313,0.00981800110271011,0.0118244931241255,0.00263095081275758,0.000382344026941209,0.00102735482195789,0.00279040000614172,0.00072542713591831,6.78442657512194e-05,0,0.00268232103734294,0.00206467878536461,0.000797885436379983,0.001142530190232,0.00220869495605404,0.000704826723130176,0.00117876980775241,0.000657295836073378,0.000780820971684868,0.000165896114391635,0.00175353231155634,0.000496386483303205,0.00226852625177727,0.00365343200766538,0.00244455350337604,0.00361499749906951,0.000499242390506286,0.000750654072310034,0.000281305818107333,0.000563157128383906,0.00207698924820783,0.00375083042128615,0.00212440171911306,0.00209417264868423,0.00565157289515894,0.00516899010177413,0.0011932183492394,0.000730995090343288,0.000409627657870778,0.00151563545973415,0.0011569917851789,0.00244131816654456,0.00186231790472756,0.000523752889101652,0.000994699087459321,0.00224365957800515,0.001914980138589,0.000527870711375623,0.000394580355220535,0.000908666367218153,0.00253201408995651,0.00303352671171696,0.00161375677281184,0.00111829900495614,0.00288287813073516,0.0038285491067076,0.00416222802054059,0.00208992405377795,0.00121545662524769,0.00149035084753467,0.000428789302041495,0.00156189604651928,0.00475310846379537,0.000375048504180421,0.00255473190256847,0.000968725691722981,0.00342598321375402,0.00233449830134228,0.000855743836922578,0.00400369083070809,0.00165056299908714,0.00286122371409846
"ENSG00000072364.13",0.00505501448104668,0.0115113352729,0.00203829130941967,0.00755959307327512,0.00456802570680262,0.0181419766315443,0.016758746208718,0.00950968488327206,0.00980743607749562,0.00730168420625776,0.00104511742319836,0.0163876737132768,0.00219662587874677,0.00176228424463333,0.00880738439735601,0.00314034077976294,0.0225985958377997,0.00763931665682023,0.00801194200283567,0.00190231843832657,0.00886924121577079,0.0224080589782657,0.000770125086349927,0.00490364192038773,0.0234187865875654,0.000657665198337713,0.000576893761480104,0.0137956462994194,0.0169151525937717,0.00362548788486504,0.000491961922235454,0.00151343410163419,0.00546652247261794,0.00113213396199341,8.98796534317881e-05,0.00268232103734294,0,0.00333559637046701,0.00223697800102136,0.00141667411920914,0.00349883777807074,0.00102435600882917,0.00264526818306938,0.000842441525642652,0.001194620917489,0.000204029802959075,0.00256201411329123,0.000616670500885973,0.00311714646124765,0.00537500779518073,0.00353009288073585,0.00680221798346184,0.00123858451871563,0.000978838960627204,0.000424139584970344,0.000792941649196817,0.00321653812241856,0.00488581625528836,0.00264190191938069,0.00256405824556918,0.00803106111546864,0.00949571380919645,0.00175890198893834,0.00111829608579327,0.00160893693134613,0.00225775230933526,0.00147684424231046,0.00357365384847186,0.00336825911387346,0.000707835375192684,0.00298451617396403,0.00328063404132379,0.00359711676820619,0.00073732468958987,0.000532889331366118,0.00115243511658234,0.00320899542052076,0.00640452273407414,0.00261687767620654,0.00303751628102683,0.00526258197212206,0.0056194117924234,0.00657551344301432,0.00294242771525298,0.00189462185694667,0.00260088334876443,0.000558870263219227,0.00276843450055765,0.00802486044214491,0.00114677378216059,0.00327241586158339,0.00142879267660774,0.00509283357642108,0.00380170582263697,0.00209936043214149,0.00579146261004252,0.0024223019888825,0.00475279746356738
"ENSG00000075539.15",0.00388697280354003,0.00844867691468732,0.00159355963527048,0.00513473746627594,0.00352958524309878,0.0123506812872934,0.0127832847072069,0.00717850151043986,0.00590661890757972,0.00554335986925788,0.000711375440217977,0.0117942387917407,0.00131182500208243,0.00134855084702125,0.00608232784588002,0.00202794831622036,0.0138947433235628,0.00546753165637225,0.00600165841710296,0.00143151735468013,0.00645203055299251,0.01736253047753,0.000567793466561125,0.0036110275793703,0.0181647718230461,0.000482486242559305,0.000434924219407631,0.0106837481277129,0.012755492326721,0.00275425474002504,0.000389382477973085,0.00115252497810883,0.00352263989923937,0.000874233123133697,7.16835335777436e-05,0.00206467878536461,0.00333559637046701,0,0.00115209294439839,0.00107805077338461,0.00284002976134001,0.000797425708038316,0.00153904350232966,0.000658999861730098,0.000919528162065653,0.00016722758213698,0.00196954912604701,0.000477057191179412,0.0023764375557686,0.00405477863803339,0.00268117420654726,0.00438048988336843,0.000665461993303873,0.000771809458446631,0.000334882985652887,0.000619722015876284,0.00244253760008879,0.00369994240918905,0.00206505821390262,0.00197818833418806,0.00616242393268769,0.00615643578641757,0.00136775744125171,0.000877589821960845,0.000705129995298166,0.00167596276485138,0.0011788197000512,0.00279068323997737,0.00224934349153253,0.000555921247879687,0.00146064065964935,0.00253261277258048,0.00251914253410752,0.000581579089267556,0.000422277080836844,0.000873980765175883,0.00244984801488682,0.00401464922772824,0.0019537341848492,0.00167898486687449,0.00341204121087881,0.00422294338994891,0.00485972903203606,0.00213410026484979,0.00142525545290249,0.00183106557537137,0.000451983622102269,0.00184710093025496,0.00505833195566105,0.000533868836735881,0.00252488483372005,0.00108057307489467,0.00388840406549194,0.00276204322284267,0.00120051228392672,0.00451117065714133,0.0018726650909544,0.00300906837747878
"ENSG00000080503.24",0.00155451525892139,0.00395691694770768,0.000627930140388544,0.00285508428725333,0.00135893501226946,0.00682998054165452,0.00507975720912001,0.00278828542214011,0.00428725702005642,0.00212077626119344,0.000389385946286713,0.00536197602557412,0.000978736013473622,0.00055734463316697,0.00335055561753075,0.00130269877614541,0.00969709291899435,0.00258556115396396,0.00246493761326503,0.00056720500661659,0.0028476273279122,0.00630362807370541,0.00022460616480998,0.00153378134554805,0.00738085930014536,0.00018298118417685,0.000163302341206373,0.00387245649336174,0.00525557854464468,0.00108479423221883,0.000124711516248625,0.000451039630976638,0.0022883513359117,0.000352132832120652,3.1753355334151e-05,0.000797885436379983,0.00223697800102136,0.00115209294439839,0,0.000454303575837661,0.00114603820528276,0.000310088954101362,0.00121580697663567,0.000276613915599543,0.000367551508092768,6.39544775807481e-05,0.000752759376780597,0.00018774793647276,0.00090694587798217,0.001610132973722,0.00108276432630862,0.00265993168591606,0.00070865364994987,0.000289727987011502,0.000131535434451707,0.000259652556198062,0.000984332004301873,0.00136908898017888,0.00075184363392698,0.000710058373188288,0.0023963693753874,0.00363841858483841,0.000504997019476873,0.000360687048194834,0.00111409871567457,0.000672591584781724,0.000441625428630102,0.00110318210404614,0.0013041371286246,0.000217160915986227,0.00152439377614211,0.000854991966494521,0.00138336278506348,0.000214984742699652,0.000164559534454531,0.000328038815680358,0.000917556910788848,0.0026352980734706,0.000783964791093639,0.00151089148203249,0.00220086858192119,0.00163040018002823,0.00227851416358353,0.00101364223082876,0.000547355329137385,0.00088645709820308,0.000169539299381954,0.00110229121813373,0.0031457977304856,0.000673520368675153,0.00097625648047636,0.000388061152584802,0.00153325044983453,0.00139647063784978,0.00113589798000348,0.00174742198220236,0.000635309150302501,0.001764737160956
"ENSG00000082701.17",0.00161747938181085,0.00372815819943907,0.00060675254652218,0.00246046885815754,0.00157623802496031,0.00583775586469829,0.00653045557556138,0.00375313156596163,0.00290243845018054,0.00357040676869581,0.000285074151156402,0.005407301394376,0.000492002030785251,0.000625754080419142,0.00290391869863141,0.00089076811015228,0.00674380239782145,0.00300492707140701,0.00348634659907966,0.000652212399099117,0.00346491606105198,0.00827525293603999,0.000249801655201638,0.00188975662622077,0.0100097992315788,0.000189534232030054,0.000172378787095073,0.0050653194510923,0.00665741734868369,0.00141685329660494,4.42898898335976e-05,0.000595043777424209,0.00158691340838079,0.000420552710841393,4.25920498706279e-05,0.001142530190232,0.00141667411920914,0.00107805077338461,0.000454303575837661,0,0.000910351890122096,0.000425941592408357,0.000815217540918644,0.00031778062556753,0.000456859417787621,9.47353797347888e-05,0.000895865940522822,0.000270609572460861,0.00132373522083345,0.00200534573897929,0.00147398319719079,0.00206533708483588,0.000291820022559383,0.000360272194300073,0.000149731577866319,0.00035401134369352,0.00123772677890085,0.00148468739212662,0.00108777969187641,0.00120158517054377,0.00300118140115233,0.00259147377230294,0.00058384243208885,0.000400942442435169,0.00016795308880922,0.000990285655259659,0.000610378323355524,0.00132100489124795,0.0012473840427863,0.00025102161551458,0.000617116340956747,0.000891911967482179,0.00148492032976475,0.000182129200296454,0.000178572048696009,0.000500258546194456,0.00123136019374452,0.00113025437565575,0.000778708632828661,0.000603325538172737,0.00151162498075183,0.00216285178907597,0.0023238907107605,0.00111776240042144,0.000555517756520988,0.000749826133051261,0.000200398026360922,0.000739187102789373,0.00236871094972489,0.000198251355218243,0.00119927970488965,0.000636341387085119,0.00152882058865001,0.00157542403203998,0.000558028859342233,0.00221444127253039,0.00064350829564598,0.00126154452500657
"ENSG00000084623.12",0.00514225023037996,0.0109286215665637,0.00233975471374211,0.0057220991445559,0.00448192575988032,0.0137220990715747,0.0153633226712349,0.00638077268491825,0.00583553314120425,0.00519021484080002,0.00108032882650144,0.0122488950834023,0.00181419509700666,0.00172810705219076,0.00710339361005279,0.00246620406808685,0.0134125532166857,0.00605369680508425,0.00629073605522237,0.00142182456792212,0.00619595648166623,0.0220489231837721,0.000429565393551495,0.00336071683811075,0.0226458304014312,0.000390883429715313,0.000381916723157732,0.0134520351117915,0.0141324248733073,0.00286094374227578,0.000619946890808934,0.00111147363824555,0.0045555339454221,0.00112920386409781,0.000132171862068624,0.00220869495605404,0.00349883777807074,0.00284002976134001,0.00114603820528276,0.000910351890122096,0,0.00103555032095842,0.00129927511970141,0.000943985383614601,0.00110404121365246,0.000278736741365973,0.00217872132871024,0.000578536334346779,0.00249006496832156,0.0047273600149053,0.00292542057692783,0.00371790843071284,0.000693910125198515,0.00109967519985093,0.00047583294768565,0.000864542531825614,0.00292111136042062,0.00289311725750131,0.00252652023237188,0.00208949870242483,0.00722907807749548,0.00735992317618383,0.00214208543216416,0.00136086859821083,0.000739395566870912,0.00172096736437856,0.0016451954916074,0.00410119893232574,0.00224880193605613,0.00080522829409625,0.00123949562882519,0.00258316370296538,0.00346329294622346,0.000899359272645061,0.000568030204203483,0.000972379925893185,0.00228090575405526,0.00371057386488958,0.00168150854962704,0.00203541088505711,0.00374235949960231,0.00391398597632428,0.00547853976850447,0.00225383196623126,0.00123098430156785,0.00213547244555614,0.000812920929055491,0.00205031058139708,0.00406955548075146,0.000382574924974682,0.00310180997901743,0.000927467905289645,0.00466301063262324,0.00329933803541021,0.00154845646017915,0.00518872556652741,0.00195580336867942,0.00133640945812194
